iso3,display_name,place_id_candidate,current_status,candidate_status,promote_to_canonical,blocking_reasons,next_action
PYF,French Polynesia,country:PYF,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
QAT,Qatar,country:QAT,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
REU,Réunion,country:REU,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
ROU,Romania,country:ROU,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
RUS,Russian Federation,country:RUS,boundary_index_only_in_active_release,source_backed_partial_manual_review,False,"[""candidate rows require manual source and method review"", ""OWID original-provider terms require final license review"", ""remaining canonical country-profile source groups are incomplete"", ""candidate package has not been promoted into the immutable release""]","Review the three captured source groups, complete remaining source groups, then create a new immutable release rather than mutating the current release."
RWA,Rwanda,country:RWA,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SAU,Saudi Arabia,country:SAU,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SDN,Sudan,country:SDN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SEN,Senegal,country:SEN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SGP,Singapore,country:SGP,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SGS,South Georgia and the South Sandwich Islands,country:SGS,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SHN,"Saint Helena, Ascension and Tristan da Cunha",country:SHN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SJM,Svalbard and Jan Mayen,country:SJM,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SLB,Solomon Islands,country:SLB,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SLE,Sierra Leone,country:SLE,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SLV,El Salvador,country:SLV,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SMR,San Marino,country:SMR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SOM,Somalia,country:SOM,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SPM,Saint Pierre and Miquelon,country:SPM,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SRB,Serbia,country:SRB,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SSD,South Sudan,country:SSD,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
STP,Sao Tome and Principe,country:STP,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SUR,Suriname,country:SUR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SVK,Slovakia,country:SVK,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SVN,Slovenia,country:SVN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SWE,Sweden,country:SWE,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SWZ,Eswatini,country:SWZ,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SXM,Sint Maarten (Dutch part),country:SXM,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SYC,Seychelles,country:SYC,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
SYR,Syria,country:SYR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TCA,Turks and Caicos Islands,country:TCA,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TCD,Chad,country:TCD,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TGO,Togo,country:TGO,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
THA,Thailand,country:THA,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TJK,Tajikistan,country:TJK,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TKL,Tokelau,country:TKL,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TKM,Turkmenistan,country:TKM,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TLS,Timor-Leste,country:TLS,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TON,Tonga,country:TON,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TTO,Trinidad and Tobago,country:TTO,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TUN,Tunisia,country:TUN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TUR,Türkiye,country:TUR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TUV,Tuvalu,country:TUV,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TWN,Taiwan,country:TWN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
TZA,Tanzania,country:TZA,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
UGA,Uganda,country:UGA,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
UKR,Ukraine,country:UKR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
UMI,United States Minor Outlying Islands,country:UMI,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
URY,Uruguay,country:URY,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
USA,United States,country:USA,boundary_index_only_in_active_release,source_backed_partial_manual_review,False,"[""candidate rows require manual source and method review"", ""OWID original-provider terms require final license review"", ""remaining canonical country-profile source groups are incomplete"", ""candidate package has not been promoted into the immutable release""]","Review the three captured source groups, complete remaining source groups, then create a new immutable release rather than mutating the current release."
UZB,Uzbekistan,country:UZB,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
VAT,Holy See (Vatican City State),country:VAT,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
VCT,Saint Vincent and the Grenadines,country:VCT,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
VEN,Venezuela,country:VEN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
VGB,"Virgin Islands, British",country:VGB,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
VIR,"Virgin Islands, U.S.",country:VIR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
VNM,Vietnam,country:VNM,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
VUT,Vanuatu,country:VUT,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
WLF,Wallis and Futuna,country:WLF,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
WSM,Samoa,country:WSM,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
YEM,Yemen,country:YEM,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
ZAF,South Africa,country:ZAF,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
ZMB,Zambia,country:ZMB,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
ZWE,Zimbabwe,country:ZWE,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
