iso3,iso2,display_name,official_name,release_id,place_id_candidate,current_coverage_status,current_visible_country_fields_layers,missing_required_inputs,proposed_promotion_status_after_research,reason_if_still_not_promotable,live_site_basis
LBN,LB,Lebanon,Lebanese Republic,release-candidate-2026-07-07.country-context.v0,country:LBN,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
LBR,LR,Liberia,Republic of Liberia,release-candidate-2026-07-07.country-context.v0,country:LBR,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
LBY,LY,Libya,Libya,release-candidate-2026-07-07.country-context.v0,country:LBY,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
LCA,LC,Saint Lucia,,release-candidate-2026-07-07.country-context.v0,country:LCA,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
LIE,LI,Liechtenstein,Principality of Liechtenstein,release-candidate-2026-07-07.country-context.v0,country:LIE,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
LKA,LK,Sri Lanka,Democratic Socialist Republic of Sri Lanka,release-candidate-2026-07-07.country-context.v0,country:LKA,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
LSO,LS,Lesotho,Kingdom of Lesotho,release-candidate-2026-07-07.country-context.v0,country:LSO,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
LTU,LT,Lithuania,Republic of Lithuania,release-candidate-2026-07-07.country-context.v0,country:LTU,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
LUX,LU,Luxembourg,Grand Duchy of Luxembourg,release-candidate-2026-07-07.country-context.v0,country:LUX,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
LVA,LV,Latvia,Republic of Latvia,release-candidate-2026-07-07.country-context.v0,country:LVA,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MAC,MO,Macao,Macao Special Administrative Region of China,release-candidate-2026-07-07.country-context.v0,country:MAC,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MAF,MF,Saint Martin (French part),,release-candidate-2026-07-07.country-context.v0,country:MAF,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MAR,MA,Morocco,Kingdom of Morocco,release-candidate-2026-07-07.country-context.v0,country:MAR,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MCO,MC,Monaco,Principality of Monaco,release-candidate-2026-07-07.country-context.v0,country:MCO,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MDA,MD,"Moldova, Republic of",Republic of Moldova,release-candidate-2026-07-07.country-context.v0,country:MDA,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MDG,MG,Madagascar,Republic of Madagascar,release-candidate-2026-07-07.country-context.v0,country:MDG,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MDV,MV,Maldives,Republic of Maldives,release-candidate-2026-07-07.country-context.v0,country:MDV,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MEX,MX,Mexico,United Mexican States,release-candidate-2026-07-07.country-context.v0,country:MEX,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MHL,MH,Marshall Islands,Republic of the Marshall Islands,release-candidate-2026-07-07.country-context.v0,country:MHL,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MKD,MK,North Macedonia,Republic of North Macedonia,release-candidate-2026-07-07.country-context.v0,country:MKD,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MLI,ML,Mali,Republic of Mali,release-candidate-2026-07-07.country-context.v0,country:MLI,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MLT,MT,Malta,Republic of Malta,release-candidate-2026-07-07.country-context.v0,country:MLT,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MMR,MM,Myanmar,Republic of Myanmar,release-candidate-2026-07-07.country-context.v0,country:MMR,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MNE,ME,Montenegro,Montenegro,release-candidate-2026-07-07.country-context.v0,country:MNE,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MNG,MN,Mongolia,,release-candidate-2026-07-07.country-context.v0,country:MNG,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MNP,MP,Northern Mariana Islands,Commonwealth of the Northern Mariana Islands,release-candidate-2026-07-07.country-context.v0,country:MNP,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MOZ,MZ,Mozambique,Republic of Mozambique,release-candidate-2026-07-07.country-context.v0,country:MOZ,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MRT,MR,Mauritania,Islamic Republic of Mauritania,release-candidate-2026-07-07.country-context.v0,country:MRT,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MSR,MS,Montserrat,,release-candidate-2026-07-07.country-context.v0,country:MSR,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MTQ,MQ,Martinique,,release-candidate-2026-07-07.country-context.v0,country:MTQ,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MUS,MU,Mauritius,Republic of Mauritius,release-candidate-2026-07-07.country-context.v0,country:MUS,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MWI,MW,Malawi,Republic of Malawi,release-candidate-2026-07-07.country-context.v0,country:MWI,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MYS,MY,Malaysia,,release-candidate-2026-07-07.country-context.v0,country:MYS,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
MYT,YT,Mayotte,,release-candidate-2026-07-07.country-context.v0,country:MYT,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
NAM,NA,Namibia,Republic of Namibia,release-candidate-2026-07-07.country-context.v0,country:NAM,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
NCL,NC,New Caledonia,,release-candidate-2026-07-07.country-context.v0,country:NCL,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
NER,NE,Niger,Republic of the Niger,release-candidate-2026-07-07.country-context.v0,country:NER,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
NFK,NF,Norfolk Island,,release-candidate-2026-07-07.country-context.v0,country:NFK,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
NGA,NG,Nigeria,Federal Republic of Nigeria,release-candidate-2026-07-07.country-context.v0,country:NGA,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
NIC,NI,Nicaragua,Republic of Nicaragua,release-candidate-2026-07-07.country-context.v0,country:NIC,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
NIU,NU,Niue,Niue,release-candidate-2026-07-07.country-context.v0,country:NIU,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
NLD,NL,Netherlands,Kingdom of the Netherlands,release-candidate-2026-07-07.country-context.v0,country:NLD,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
NOR,NO,Norway,Kingdom of Norway,release-candidate-2026-07-07.country-context.v0,country:NOR,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
NPL,NP,Nepal,Federal Democratic Republic of Nepal,release-candidate-2026-07-07.country-context.v0,country:NPL,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
NRU,NR,Nauru,Republic of Nauru,release-candidate-2026-07-07.country-context.v0,country:NRU,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
NZL,NZ,New Zealand,,release-candidate-2026-07-07.country-context.v0,country:NZL,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
OMN,OM,Oman,Sultanate of Oman,release-candidate-2026-07-07.country-context.v0,country:OMN,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
PAK,PK,Pakistan,Islamic Republic of Pakistan,release-candidate-2026-07-07.country-context.v0,country:PAK,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
PAN,PA,Panama,Republic of Panama,release-candidate-2026-07-07.country-context.v0,country:PAN,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
PCN,PN,Pitcairn,,release-candidate-2026-07-07.country-context.v0,country:PCN,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
PER,PE,Peru,Republic of Peru,release-candidate-2026-07-07.country-context.v0,country:PER,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
PHL,PH,Philippines,Republic of the Philippines,release-candidate-2026-07-07.country-context.v0,country:PHL,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
PLW,PW,Palau,Republic of Palau,release-candidate-2026-07-07.country-context.v0,country:PLW,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
PNG,PG,Papua New Guinea,Independent State of Papua New Guinea,release-candidate-2026-07-07.country-context.v0,country:PNG,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
POL,PL,Poland,Republic of Poland,release-candidate-2026-07-07.country-context.v0,country:POL,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
